date,admin1,market,admin1_enc,market_enc,latitude,longitude,year,month,month_sin,month_cos,cpi,fuel_price,temperature,rainfall,cpi_x_fuel,price_yam_per_kg,price_cassava_gari_yellow_per_kg,price_gari_white_per_kg,price_rice_local_per_kg,price_maize_white_per_kg,price_maize_yellow_per_kg,price_rice_imported_per_kg,price_yam_per_kg_deflated,price_yam_per_kg_lag1,price_yam_per_kg_lag3,price_yam_per_kg_lag6,price_yam_per_kg_lag12,price_yam_per_kg_roll_mean3,price_yam_per_kg_roll_mean6,price_yam_per_kg_roll_std3,price_yam_per_kg_deflated_lag1,price_yam_per_kg_deflated_lag3,price_cassava_gari_yellow_per_kg_deflated,price_cassava_gari_yellow_per_kg_lag1,price_cassava_gari_yellow_per_kg_lag3,price_cassava_gari_yellow_per_kg_lag6,price_cassava_gari_yellow_per_kg_lag12,price_cassava_gari_yellow_per_kg_roll_mean3,price_cassava_gari_yellow_per_kg_roll_mean6,price_cassava_gari_yellow_per_kg_roll_std3,price_cassava_gari_yellow_per_kg_deflated_lag1,price_cassava_gari_yellow_per_kg_deflated_lag3,price_gari_white_per_kg_deflated,price_gari_white_per_kg_lag1,price_gari_white_per_kg_lag3,price_gari_white_per_kg_lag6,price_gari_white_per_kg_lag12,price_gari_white_per_kg_roll_mean3,price_gari_white_per_kg_roll_mean6,price_gari_white_per_kg_roll_std3,price_gari_white_per_kg_deflated_lag1,price_gari_white_per_kg_deflated_lag3,price_rice_local_per_kg_deflated,price_rice_local_per_kg_lag1,price_rice_local_per_kg_lag3,price_rice_local_per_kg_lag6,price_rice_local_per_kg_lag12,price_rice_local_per_kg_roll_mean3,price_rice_local_per_kg_roll_mean6,price_rice_local_per_kg_roll_std3,price_rice_local_per_kg_deflated_lag1,price_rice_local_per_kg_deflated_lag3,price_maize_white_per_kg_deflated,price_maize_white_per_kg_lag1,price_maize_white_per_kg_lag3,price_maize_white_per_kg_lag6,price_maize_white_per_kg_lag12,price_maize_white_per_kg_roll_mean3,price_maize_white_per_kg_roll_mean6,price_maize_white_per_kg_roll_std3,price_maize_white_per_kg_deflated_lag1,price_maize_white_per_kg_deflated_lag3,price_maize_yellow_per_kg_deflated,price_maize_yellow_per_kg_lag1,price_maize_yellow_per_kg_lag3,price_maize_yellow_per_kg_lag6,price_maize_yellow_per_kg_lag12,price_maize_yellow_per_kg_roll_mean3,price_maize_yellow_per_kg_roll_mean6,price_maize_yellow_per_kg_roll_std3,price_maize_yellow_per_kg_deflated_lag1,price_maize_yellow_per_kg_deflated_lag3,price_rice_imported_per_kg_deflated,price_rice_imported_per_kg_lag1,price_rice_imported_per_kg_lag3,price_rice_imported_per_kg_lag6,price_rice_imported_per_kg_lag12,price_rice_imported_per_kg_roll_mean3,price_rice_imported_per_kg_roll_mean6,price_rice_imported_per_kg_roll_std3,price_rice_imported_per_kg_deflated_lag1,price_rice_imported_per_kg_deflated_lag3
2019-07-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2019,7,-0.5,-0.866025,267.51,64.35,26.78,5.24,17214.27,96.8,294.58,263.48,210.74,76.4,67.28,290.17,31.81,91.47,80.8,96.8,177.6,86.13,90.13,5.34,30.06,26.56,96.82,332.97,324.38,223.06,212.62,328.67,290.79,4.3,109.43,106.61,86.6,288.82,253.88,200.68,188.62,268.9,243.68,17.98,94.92,83.44,69.26,178.52,214.44,214.44,428.52,202.47,208.45,20.74,58.67,70.48,25.11,83.1,83.19,70.28,100.46,85.36,79.3,3.84,27.31,27.34,22.11,68.98,79.59,73.38,87.66,74.28,74.21,5.31,22.67,26.16,95.37,294.64,303.57,316.97,928.57,299.1,305.8,4.47,96.84,99.77
2019-08-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2019,8,-0.866025,-0.5,267.51,64.35,26.78,5.24,17214.27,96.8,285.9,274.02,214.44,80.29,77.41,285.71,31.81,96.8,86.13,96.8,161.2,91.47,90.13,5.34,31.81,28.31,93.96,294.58,328.67,241.12,231.25,318.74,302.71,21.03,96.82,108.02,90.06,263.48,263.99,200.79,181.25,272.1,254.15,14.49,86.6,86.76,70.48,210.74,214.44,214.44,214.44,201.23,207.84,19.76,69.26,70.48,26.39,76.4,89.8,67.99,99.58,83.1,80.32,6.7,25.11,29.51,25.44,67.28,74.28,69.04,88.14,70.18,73.2,3.65,22.11,24.41,93.9,290.17,299.1,312.5,392.86,294.64,301.33,4.47,95.37,98.3
2019-09-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2019,9,-1.0,-0.0,267.51,64.35,26.78,5.24,17214.27,96.8,176.25,175.76,214.44,86.32,83.39,285.71,31.81,96.8,91.47,88.8,161.2,95.02,90.13,3.08,31.81,30.06,57.93,285.9,332.97,294.52,221.02,304.48,310.17,25.05,93.96,109.43,57.77,274.02,288.82,253.92,195.38,275.44,266.35,12.73,90.06,94.92,70.48,214.44,178.52,214.44,214.44,201.23,207.84,19.76,70.48,58.67,28.37,80.29,83.1,81.47,98.02,79.93,82.38,3.36,26.39,27.31,27.41,77.41,68.98,80.0,93.88,71.22,74.59,5.42,25.44,22.67,93.9,285.71,294.64,308.03,464.29,290.17,296.87,4.47,93.9,96.84
2019-10-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2019,10,-0.866025,0.5,267.51,64.35,26.78,5.24,17214.27,96.8,195.26,225.86,214.44,84.62,74.9,321.43,31.81,96.8,96.8,80.8,161.2,96.8,91.47,0.0,31.81,31.81,64.17,176.25,294.58,324.38,213.74,252.24,290.46,65.96,57.93,96.82,74.23,175.76,263.48,253.88,186.6,237.75,253.32,53.95,57.77,86.6,70.48,214.44,210.74,214.44,214.44,213.21,207.84,2.14,70.48,69.26,27.81,86.32,76.4,83.19,88.2,81.0,83.18,5.0,28.37,25.11,24.62,83.39,67.28,79.59,90.86,76.03,75.16,8.14,27.41,22.11,105.64,285.71,290.17,303.57,416.67,287.2,293.15,2.57,93.9,95.37
2019-12-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2019,12,-0.0,1.0,267.51,64.35,26.78,5.24,17214.27,96.8,180.0,170.0,214.44,83.0,82.25,321.43,31.81,96.8,96.8,86.13,80.8,96.8,94.13,0.0,31.81,31.81,59.16,195.26,285.9,328.67,207.2,219.14,268.94,58.59,64.17,93.96,55.87,225.86,274.02,263.99,187.5,225.21,248.66,49.13,74.23,90.06,70.48,214.44,214.44,214.44,214.44,214.44,207.84,0.0,70.48,70.48,27.28,84.62,80.29,89.8,82.32,83.74,83.42,3.11,27.81,26.39,27.03,74.9,77.41,74.28,80.24,78.57,74.37,4.36,24.62,25.44,105.64,321.43,285.71,299.1,369.05,297.62,296.13,20.62,105.64,93.9
2020-01-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,1,0.5,0.866025,302.94,45.07,26.17,4.31,13653.51,96.8,284.44,196.18,214.44,86.08,86.84,321.43,28.09,96.8,96.8,91.47,96.8,96.8,95.91,0.0,31.81,31.81,82.55,180.0,176.25,332.97,205.0,183.84,244.16,10.07,59.16,57.93,56.94,170.0,175.76,288.82,194.09,190.54,232.99,30.72,55.87,57.77,62.24,214.44,214.44,178.52,214.44,214.44,207.84,0.0,70.48,70.48,24.98,83.0,86.32,83.1,75.81,84.65,82.29,1.66,27.28,28.37,25.2,82.25,83.39,68.98,72.28,80.18,75.7,4.61,27.03,27.41,93.29,321.43,285.71,294.64,321.43,309.52,299.85,20.62,105.64,93.9
2020-02-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,2,0.866025,0.5,302.94,45.07,26.17,4.31,13653.51,96.8,207.44,224.46,261.97,89.84,74.4,321.43,28.09,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,31.81,60.2,284.44,195.26,294.58,223.06,219.9,236.07,56.41,82.55,64.17,65.14,196.18,225.86,263.48,200.68,197.35,217.55,27.95,56.94,74.23,76.03,214.44,214.44,210.74,214.44,214.44,213.82,0.0,62.24,70.48,26.07,86.08,84.62,76.4,70.28,84.57,82.78,1.54,24.98,27.81,21.59,86.84,74.9,67.28,73.38,81.33,78.68,6.02,25.2,24.62,93.29,321.43,321.43,290.17,316.97,321.43,304.31,0.0,93.29,105.64
2020-05-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,5,0.5,-0.866025,302.94,45.07,26.17,4.31,13653.51,96.8,225.96,207.43,309.51,105.67,99.78,345.78,28.09,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,31.81,65.58,207.44,180.0,285.9,241.12,223.96,221.55,54.14,60.2,59.16,60.2,224.46,170.0,274.02,200.79,196.88,211.05,27.24,65.14,55.87,89.83,261.97,214.44,214.44,214.44,230.28,222.36,27.44,76.03,70.48,30.67,89.84,83.0,80.29,67.99,86.31,85.02,3.43,26.07,27.28,28.96,74.4,82.25,77.41,69.04,81.16,79.87,6.29,21.59,27.03,100.35,321.43,321.43,285.71,312.5,321.43,309.52,0.0,93.29,105.64
2020-06-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,6,0.0,-1.0,302.94,45.07,26.17,4.31,13653.51,96.8,212.56,227.13,357.04,138.96,116.06,370.13,28.09,96.8,96.8,96.8,88.8,96.8,96.8,0.0,28.09,28.09,61.69,225.96,284.44,176.25,294.52,239.28,211.56,40.19,65.58,82.55,65.92,207.43,196.18,175.76,253.92,209.36,199.95,14.24,60.2,56.94,103.62,309.51,214.44,214.44,214.44,261.97,238.21,47.54,89.83,62.24,40.33,105.67,86.08,86.32,81.47,93.86,89.26,10.4,30.67,24.98,33.68,99.78,86.84,83.39,80.0,87.01,83.59,12.69,28.96,25.2,107.42,345.78,321.43,285.71,308.03,329.55,319.54,14.06,100.35,93.29
2020-07-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,7,-0.5,-0.866025,302.94,45.07,26.17,4.31,13653.51,96.8,219.38,196.78,363.09,152.57,150.76,394.48,28.09,96.8,96.8,96.8,80.8,96.8,96.8,0.0,28.09,28.09,63.67,212.56,207.44,195.26,324.38,215.32,217.61,9.56,61.69,60.2,57.11,227.13,224.46,225.86,253.88,219.67,208.51,10.69,65.92,65.14,105.38,357.04,261.97,214.44,214.44,309.51,261.97,47.54,103.62,76.03,44.28,138.96,89.84,84.62,83.19,111.49,98.03,25.07,40.33,26.07,43.75,116.06,74.4,74.9,79.59,96.75,89.04,20.99,33.68,21.59,114.49,370.13,321.43,321.43,303.57,345.78,333.6,24.35,107.42,93.29
2020-08-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,8,-0.866025,-0.5,302.94,45.07,26.17,4.31,13653.51,96.8,224.46,170.08,369.14,172.72,152.99,418.83,28.09,96.8,96.8,96.8,86.13,96.8,96.8,0.0,28.09,28.09,65.14,219.38,225.96,180.0,328.67,219.3,221.63,6.7,63.67,65.58,49.36,196.78,207.43,170.0,263.99,210.45,203.66,15.4,57.11,60.2,107.13,363.09,309.51,214.44,214.44,343.21,286.75,29.34,105.38,89.83,50.13,152.57,105.67,83.0,89.8,132.4,109.35,24.13,44.28,30.67,44.4,150.76,99.78,82.25,74.28,122.2,101.68,26.04,43.75,28.96,121.55,394.48,345.78,321.43,299.1,370.13,345.78,24.35,114.49,100.35
2020-09-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,9,-1.0,-0.0,302.94,45.07,26.17,4.31,13653.51,96.8,264.21,228.02,375.19,183.42,170.8,443.18,28.09,96.8,96.8,96.8,91.47,96.8,96.8,0.0,28.09,28.09,76.68,224.46,212.56,284.44,332.97,218.8,229.04,5.97,65.14,61.69,66.18,170.08,227.13,196.18,288.82,198.0,203.68,28.54,49.36,65.92,108.89,369.14,357.04,214.44,178.52,363.09,312.53,6.05,107.13,103.62,53.23,172.72,138.96,86.08,83.1,154.75,124.31,16.99,50.13,40.33,49.57,152.99,116.06,86.84,68.98,139.94,113.47,20.71,44.4,33.68,128.62,418.83,370.13,321.43,294.64,394.48,362.01,24.35,121.55,107.42
2020-10-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,10,-0.866025,0.5,302.94,45.07,26.17,4.31,13653.51,96.8,253.24,284.21,384.08,166.36,148.83,467.54,28.09,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,28.09,73.5,264.21,219.38,207.44,294.58,236.02,225.67,24.55,76.68,63.67,82.48,228.02,196.78,224.46,263.48,198.29,208.98,29.0,66.18,57.11,111.47,375.19,363.09,261.97,210.74,369.14,339.32,6.05,108.89,105.38,48.28,183.42,152.57,89.84,76.4,169.57,140.53,15.66,53.23,44.28,43.19,170.8,150.76,74.4,67.28,158.18,127.46,10.98,49.57,43.75,135.69,443.18,394.48,321.43,290.17,418.83,382.3,24.35,128.62,114.49
2020-11-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,11,-0.5,0.866025,302.94,45.07,26.17,4.31,13653.51,96.8,266.23,319.66,392.96,139.26,126.84,491.89,28.09,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,28.09,77.27,253.24,224.46,225.96,285.9,247.3,233.3,20.53,73.5,65.14,92.77,284.21,170.08,207.43,274.02,227.44,218.94,57.07,82.48,49.36,114.05,384.08,369.14,309.51,214.44,376.14,359.67,7.51,111.47,107.13,40.42,166.36,172.72,105.67,80.29,174.17,153.28,8.62,48.28,50.13,36.81,148.83,152.99,99.78,77.41,157.54,139.87,11.67,43.19,44.4,142.76,467.54,418.83,345.78,285.71,443.18,406.66,24.36,135.69,121.55
2020-12-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2020,12,-0.0,1.0,302.94,45.07,26.17,4.31,13653.51,96.8,257.38,216.45,428.52,135.93,125.3,516.24,28.09,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,28.09,74.7,266.23,264.21,212.56,176.25,261.23,240.01,6.99,77.27,76.68,62.82,319.66,228.02,227.13,175.76,277.3,237.65,46.21,92.77,66.18,124.37,392.96,375.19,357.04,214.44,384.08,373.58,8.89,114.05,108.89,39.45,139.26,183.42,138.96,86.32,163.01,158.88,22.27,40.42,53.23,36.36,126.84,170.8,116.06,83.39,148.82,144.38,21.98,36.81,49.57,149.82,491.89,443.18,370.13,285.71,467.54,431.01,24.36,142.76,128.62
2021-01-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,1,0.5,0.866025,354.3,71.21,26.69,4.74,25229.7,96.8,303.03,324.81,428.52,151.58,145.2,540.59,24.02,96.8,96.8,96.8,96.8,96.8,96.8,0.0,28.09,28.09,75.2,257.38,253.24,219.38,195.26,258.95,247.48,6.64,74.7,73.5,80.6,216.45,284.21,196.78,225.86,273.44,235.87,52.44,62.82,82.48,106.34,428.52,384.08,363.09,214.44,401.85,385.5,23.52,124.37,111.47,37.61,135.93,166.36,152.57,84.62,147.18,158.38,16.69,39.45,48.28,36.03,125.3,148.83,150.76,74.9,133.66,145.92,13.16,36.36,43.19,134.15,516.24,467.54,394.48,321.43,491.89,455.36,24.35,149.82,135.69
2021-02-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,2,0.866025,0.5,354.3,71.21,26.69,4.74,25229.7,96.8,237.26,221.45,357.04,170.46,163.26,564.94,24.02,96.8,96.8,96.8,96.8,96.8,96.8,0.0,24.02,28.09,58.88,303.03,266.23,224.46,180.0,275.55,261.42,24.21,75.2,77.27,54.95,324.81,319.66,170.08,170.0,286.97,257.2,61.13,80.6,92.77,88.6,428.52,392.96,369.14,214.44,416.67,396.4,20.53,106.34,114.05,42.3,151.58,139.26,172.72,83.0,142.26,158.21,8.24,37.61,40.42,40.51,145.2,126.84,152.99,82.25,132.45,144.99,11.07,36.03,36.81,140.19,540.59,491.89,418.83,321.43,516.24,479.71,24.35,134.15,142.76
2021-03-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,3,1.0,0.0,354.3,71.21,26.69,4.74,25229.7,129.2,247.9,320.38,410.74,183.6,187.7,589.29,32.06,96.8,96.8,96.8,96.8,96.8,96.8,0.0,24.02,28.09,61.52,237.26,257.38,264.21,284.44,265.89,263.56,33.7,58.88,74.7,79.5,221.45,216.45,228.02,196.18,254.24,265.77,61.17,54.95,62.82,101.93,357.04,428.52,375.19,214.44,404.69,394.38,41.27,88.6,124.37,45.56,170.46,135.93,183.42,86.08,152.66,157.84,17.29,42.3,39.45,46.58,163.26,125.3,170.8,86.84,144.59,146.71,18.99,40.51,36.36,146.23,564.94,516.24,443.18,321.43,540.59,504.06,24.35,140.19,149.82
2021-05-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,5,0.5,-0.866025,354.3,71.21,26.69,4.74,25229.7,122.4,334.14,233.95,414.44,207.42,185.12,500.0,30.37,129.2,96.8,96.8,96.8,107.6,102.2,18.71,32.06,24.02,82.92,247.9,303.03,253.24,207.44,262.73,260.84,35.3,61.52,75.2,58.05,320.38,324.81,284.21,224.46,288.88,281.16,58.44,79.5,80.6,102.84,410.74,428.52,384.08,261.97,398.77,400.31,37.21,101.93,106.34,51.47,183.6,151.58,166.36,89.84,168.55,157.86,16.1,45.56,37.61,45.94,187.7,145.2,148.83,74.4,165.39,149.52,21.33,46.58,36.03,124.08,589.29,540.59,467.54,321.43,564.94,528.42,24.35,146.23,134.15
2021-06-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,6,0.0,-1.0,354.3,71.21,26.69,4.74,25229.7,109.6,347.26,338.12,421.48,203.28,185.09,535.71,27.2,122.4,96.8,96.8,96.8,116.13,106.47,17.08,30.37,24.02,86.17,334.14,237.26,266.23,225.96,273.1,274.32,53.13,82.92,58.88,83.9,233.95,221.45,319.66,207.43,258.59,272.78,53.87,58.05,54.95,104.59,414.44,357.04,392.96,309.51,394.07,405.37,32.13,102.84,88.6,50.44,207.42,170.46,139.26,105.67,187.16,164.71,18.74,51.47,42.3,45.93,185.12,163.26,126.84,99.78,178.69,155.57,13.43,45.94,40.51,132.94,500.0,564.94,491.89,345.78,551.41,533.83,46.16,124.08,140.19
2021-07-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,7,-0.5,-0.866025,354.3,71.21,26.69,4.74,25229.7,96.8,284.58,360.5,428.52,241.34,204.46,559.52,24.02,109.6,129.2,96.8,96.8,120.4,108.6,9.95,27.2,32.06,70.62,347.26,247.9,257.38,212.56,309.77,287.83,53.98,86.17,61.52,89.46,338.12,320.38,216.45,227.13,297.48,275.86,55.73,83.9,79.5,106.34,421.48,410.74,428.52,357.04,415.55,410.12,5.46,104.59,101.93,59.89,203.28,183.6,135.93,138.96,198.1,175.38,12.73,50.44,45.56,50.74,185.09,187.7,125.3,116.06,185.97,165.28,1.5,45.93,46.58,138.85,535.71,589.29,516.24,370.13,541.67,541.13,44.94,132.94,146.23
2021-08-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,8,-0.866025,-0.5,354.3,71.21,26.69,4.74,25229.7,96.8,327.98,345.0,428.52,221.82,212.35,583.33,24.02,96.8,122.4,96.8,96.8,109.6,108.6,12.8,24.02,30.37,81.39,284.58,334.14,303.03,219.38,321.99,292.36,33.06,70.62,82.92,85.61,360.5,233.95,324.81,196.78,310.86,299.87,67.54,89.46,58.05,106.34,428.52,414.44,428.52,363.09,421.48,410.12,7.04,106.34,102.84,55.04,241.34,207.42,151.58,152.57,217.35,192.95,20.88,59.89,51.47,52.69,204.46,185.12,145.2,150.76,191.56,178.47,11.17,50.74,45.94,144.75,559.52,500.0,540.59,394.48,531.74,548.34,29.96,138.85,124.08
2021-09-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,9,-1.0,-0.0,354.3,71.21,26.69,4.74,25229.7,226.0,327.98,345.54,428.52,198.6,209.14,607.14,56.08,96.8,109.6,96.8,96.8,101.07,108.6,7.39,24.02,27.2,81.39,327.98,347.26,237.26,224.46,319.94,296.52,32.1,81.39,86.17,85.75,345.0,338.12,221.45,170.08,347.87,303.23,11.46,85.61,83.9,106.34,428.52,421.48,357.04,369.14,426.17,410.12,4.06,106.34,104.59,49.28,221.82,203.28,170.46,172.72,222.15,204.65,19.03,55.04,50.44,51.9,212.35,185.09,163.26,152.99,200.63,189.66,14.03,52.69,45.93,150.66,583.33,535.71,564.94,418.83,559.52,555.46,23.81,144.75,132.94
2021-10-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,10,-0.866025,0.5,354.3,71.21,26.69,4.74,25229.7,163.4,248.19,335.54,428.52,190.92,199.44,632.65,40.55,226.0,96.8,129.2,96.8,139.87,130.13,74.59,56.08,24.02,61.59,327.98,284.58,247.9,264.21,313.51,311.64,25.06,81.39,70.62,83.26,345.54,360.5,320.38,228.02,350.35,323.91,8.8,85.75,89.46,106.34,428.52,428.52,410.74,375.19,428.52,422.04,0.0,106.34,106.34,47.38,198.6,241.34,183.6,183.42,220.59,209.34,21.4,49.28,59.89,49.49,209.14,204.46,187.7,170.8,208.65,197.31,3.97,51.9,50.74,156.99,607.14,559.52,589.29,443.18,583.33,562.5,23.81,150.66,138.85
2021-11-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,11,-0.5,0.866025,354.3,71.21,26.69,4.74,25229.7,100.8,351.74,393.75,428.52,187.97,174.9,658.16,25.01,163.4,96.8,122.4,96.8,162.07,135.83,64.61,40.55,24.02,87.28,248.19,327.98,334.14,253.24,301.38,311.69,46.07,61.59,81.39,97.71,335.54,345.0,233.95,284.21,342.03,326.44,5.62,83.26,85.61,106.34,428.52,428.52,414.44,384.08,428.52,425.0,0.0,106.34,106.34,46.64,190.92,221.82,207.42,166.36,203.78,210.56,16.09,47.38,55.04,43.4,199.44,212.35,185.12,148.83,206.98,199.27,6.72,49.49,52.69,163.32,632.65,583.33,500.0,467.54,607.71,569.72,24.66,156.99,144.75
2021-12-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2021,12,-0.0,1.0,354.3,71.21,26.69,4.74,25229.7,96.8,351.19,349.28,428.52,173.98,174.54,683.67,24.02,100.8,226.0,109.6,96.8,163.4,132.23,62.6,25.01,56.08,87.15,351.74,327.98,347.26,266.23,309.3,314.62,54.24,87.28,81.39,86.67,393.75,345.54,338.12,319.66,358.28,353.08,31.13,97.71,85.75,106.34,428.52,428.52,421.48,392.96,428.52,427.35,0.0,106.34,106.34,43.17,187.97,198.6,203.28,139.26,192.5,207.32,5.49,46.64,49.28,43.31,174.9,209.14,185.09,126.84,194.49,197.56,17.65,43.4,51.9,169.65,658.16,607.14,535.71,491.89,632.65,596.08,25.51,163.32,150.66
2022-01-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2022,1,0.5,0.866025,421.07,103.76,27.15,2.57,43690.22,96.8,323.1,351.64,446.48,192.78,192.78,709.18,20.21,96.8,163.4,96.8,96.8,120.33,130.1,37.35,24.02,40.55,67.46,351.19,248.19,284.58,257.38,317.04,315.28,59.63,87.15,61.59,73.42,349.28,335.54,360.5,216.45,359.52,354.94,30.43,86.67,83.26,93.23,428.52,428.52,428.52,428.52,428.52,428.52,0.0,106.34,106.34,40.25,173.98,190.92,241.34,135.93,184.29,202.44,9.05,43.17,47.38,40.25,174.54,199.44,204.46,125.3,182.96,195.8,14.27,43.31,49.49,148.08,683.67,632.65,559.52,516.24,658.16,620.74,25.51,169.65,156.99
2022-02-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2022,2,0.866025,0.5,421.07,103.76,27.15,2.57,43690.22,102.13,300.38,351.0,464.44,207.78,199.62,734.69,21.32,96.8,100.8,96.8,96.8,98.13,130.1,2.31,20.21,25.01,62.72,323.1,351.74,327.98,303.03,342.01,321.7,16.38,67.46,87.28,73.29,351.64,393.75,345.0,324.81,364.89,353.46,25.02,73.42,97.71,96.98,446.48,428.52,428.52,428.52,434.51,431.51,10.37,93.23,106.34,43.38,192.78,187.97,221.82,151.58,184.91,194.34,9.77,40.25,46.64,41.68,192.78,174.9,212.35,145.2,180.74,193.86,10.43,40.25,43.4,153.4,709.18,658.16,583.33,540.59,683.67,645.69,25.51,148.08,163.32
2022-03-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2022,3,1.0,0.0,421.07,103.76,27.15,2.57,43690.22,107.47,378.52,409.31,464.44,194.04,208.28,760.2,22.44,102.13,96.8,226.0,96.8,98.58,130.99,3.08,21.32,24.02,79.04,300.38,351.19,327.98,237.26,324.89,317.1,25.45,62.72,87.15,85.46,351.0,349.28,345.54,221.45,350.64,354.46,1.22,73.29,86.67,96.98,464.44,428.52,428.52,357.04,446.48,437.5,17.96,96.98,106.34,40.52,207.78,173.98,198.6,170.46,191.51,192.0,16.94,43.38,43.17,43.49,199.62,174.54,209.14,163.26,188.98,191.74,12.96,41.68,43.31,158.73,734.69,683.67,607.14,564.94,709.18,670.92,25.51,153.4,169.65
2022-04-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2022,4,0.866025,-0.5,421.07,103.76,27.15,2.57,43690.22,112.8,410.22,398.46,464.44,195.42,218.46,760.2,23.55,107.47,96.8,163.4,129.2,102.13,111.23,5.34,22.44,20.21,85.65,378.52,323.1,248.19,247.9,334.0,325.52,40.19,79.04,67.46,83.2,409.31,351.64,335.54,320.38,370.65,365.09,33.48,85.46,73.42,96.98,464.44,446.48,428.52,410.74,458.45,443.49,10.37,96.98,93.23,40.8,194.04,192.78,190.92,183.6,198.2,191.24,8.32,40.52,40.25,45.61,208.28,192.78,199.44,187.7,200.23,191.59,7.77,43.49,40.25,158.73,760.2,709.18,632.65,589.29,734.69,696.42,25.51,158.73,148.08
2022-05-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2022,5,0.5,-0.866025,421.07,103.76,27.15,2.57,43690.22,112.8,383.5,345.16,506.29,198.94,206.46,811.23,23.55,112.8,102.13,100.8,122.4,107.47,102.8,5.34,23.55,21.32,80.08,410.22,300.38,351.74,334.14,363.04,352.52,56.53,85.65,62.72,72.07,398.46,351.0,393.75,233.95,386.26,375.57,31.01,83.2,73.29,105.71,464.44,464.44,428.52,414.44,464.44,449.47,0.0,96.98,96.98,41.54,195.42,207.78,187.97,207.42,199.08,191.99,7.57,40.8,43.38,43.11,218.46,199.62,174.9,185.12,208.79,194.76,9.43,45.61,41.68,169.39,760.2,734.69,658.16,500.0,751.7,717.68,14.73,158.73,153.4
2023-02-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2023,2,0.866025,0.5,524.91,82.9,27.11,5.76,43515.04,161.2,309.28,280.48,548.15,195.55,198.94,836.74,27.0,112.8,107.47,96.8,109.6,111.02,104.8,3.08,23.55,22.44,51.8,383.5,378.52,351.19,347.26,390.75,357.82,17.05,80.08,79.04,46.98,345.16,409.31,349.28,338.12,384.31,367.48,34.34,72.07,85.46,91.81,506.29,464.44,428.52,421.48,478.39,462.43,24.16,105.71,96.98,32.75,198.94,194.04,173.98,203.28,196.13,193.82,2.53,41.54,40.52,33.32,206.46,208.28,174.54,185.09,211.07,200.02,6.47,43.11,43.49,140.15,811.23,760.2,683.67,535.71,777.21,743.2,29.46,169.39,158.73
2023-03-15,Yobe,Gulani (Tettaba),12,27,10.81,11.73,2023,3,1.0,0.0,524.91,82.9,27.11,5.76,43515.04,161.2,309.28,280.48,590.0,195.55,198.94,862.25,27.0,161.2,112.8,96.8,96.8,128.93,115.53,27.94,27.0,23.55,51.8,309.28,410.22,323.1,284.58,367.67,350.83,52.3,51.8,85.65,46.98,280.48,398.46,351.64,360.5,341.37,356.01,59.08,46.98,83.2,98.82,548.15,464.44,446.48,428.52,506.29,482.37,41.86,91.81,96.98,32.75,195.55,195.42,192.78,241.34,196.64,197.42,2.0,32.75,40.8,33.32,198.94,218.46,192.78,204.46,207.95,204.09,9.85,33.32,45.61,144.42,836.74,760.2,709.18,559.52,802.72,768.71,38.97,140.15,158.73
